games_idx,Date,Visiting Team,Visiting League,Home Team,Home League,Visiting Score,Home Score,V Start Pitcher ID,H Start Pitcher ID,Home Winner,V NetRuns,H NetRuns,V Runs Allowed,H Runs Allowed,Home Wins?,Prediction Correct?
7240,20120930,HOU,NL,MIL,NL,7,0,lylej001,fierm001,False,7,-7,7.2,3.2,True,False
7241,20120930,CIN,NL,PIT,NL,4,3,cuetj001,rodrw002,False,1,-1,3.0,5.2,False,True
7242,20120930,SFN,NL,SDN,NL,7,5,linct001,volqe001,False,2,-2,2.2,2.4,False,True
7243,20120930,WAS,NL,SLN,NL,4,10,detwr001,lynnl001,True,-6,6,4.2,2.0,True,True
7244,20121001,CHA,AL,CLE,AL,11,0,santh001,klubc001,False,11,-11,999.0,6.4,True,False
7245,20121001,DET,AL,KCA,AL,6,3,porcr001,chenb001,False,3,-3,5.6,4.2,True,False
7246,20121001,BOS,AL,NYA,AL,2,10,buchc001,sabac001,True,-8,8,4.4,5.2,False,False
7247,20121001,TEX,AL,OAK,AL,3,4,perem004,parkj001,True,-1,1,999.0,3.2,True,True
7248,20121001,ANA,AL,SEA,AL,8,4,wilsc004,hernf002,False,4,-4,9.6,3.0,True,False
7249,20121001,BAL,AL,TBA,AL,3,5,chenw001,cobba001,True,-2,2,2.8,2.2,True,True
7250,20121001,MIN,AL,TOR,AL,5,6,vasqe001,laffa001,True,-1,1,999.0,6.6,True,True
7251,20121001,COL,NL,ARI,NL,7,5,pomed001,milew001,False,2,-2,5.0,3.4,True,False
7252,20121001,HOU,NL,CHN,NL,3,0,harrl002,berkj001,False,3,-3,3.6,999.0,False,True
7253,20121001,SFN,NL,LAN,NL,2,3,cainm001,haraa001,True,-1,1,2.8,4.8,False,False
7254,20121001,NYN,NL,MIA,NL,2,3,famij001,leblw001,True,-1,1,999.0,4.8,True,True
7255,20121001,SDN,NL,MIL,NL,3,5,richc002,marcs001,True,-2,2,4.2,4.0,True,True
7256,20121001,ATL,NL,PIT,NL,1,2,mahop002,lockj001,True,-1,1,3.8,999.0,False,False
7257,20121001,CIN,NL,SLN,NL,2,4,arrob001,garcj004,True,-2,2,2.6,3.6,False,False
7258,20121001,PHI,NL,WAS,NL,2,0,kendk001,lannj001,False,2,-2,2.6,5.0,False,True
7259,20121002,CHA,AL,CLE,AL,3,4,peavj001,mastj001,True,-1,1,5.4,4.2,True,True
7260,20121002,DET,AL,KCA,AL,2,4,fistd001,guthj001,True,-2,2,3.2,2.2,True,True
7261,20121002,BOS,AL,NYA,AL,3,4,lestj001,pheld001,True,-1,1,3.0,3.6,False,False
7262,20121002,TEX,AL,OAK,AL,1,3,harrm001,blact001,True,-2,2,4.2,999.0,False,False
7263,20121002,ANA,AL,SEA,AL,1,6,hared001,iwakh001,True,-5,5,2.8,2.8,True,True
7264,20121002,BAL,AL,TBA,AL,1,0,gonzm003,shiej002,False,1,-1,2.8,1.6,True,False
7265,20121002,MIN,AL,TOR,AL,3,4,swara001,jenkc001,True,-1,1,4.8,999.0,False,False
7266,20121002,COL,NL,ARI,NL,3,5,chacj001,corbp001,True,-2,2,3.0,4.6,False,False
7267,20121002,HOU,NL,CHN,NL,3,0,norrb001,volsc001,False,3,-3,5.4,5.4,True,False
7268,20121002,SFN,NL,LAN,NL,4,3,zitob001,capuc001,False,1,-1,3.8,5.4,False,True
7269,20121002,NYN,NL,MIA,NL,3,4,dickr001,turnj002,True,-1,1,2.4,5.2,False,False
7270,20121002,SDN,NL,MIL,NL,3,4,bassa001,thort001,True,-1,1,6.2,999.0,False,False
7271,20121002,ATL,NL,PIT,NL,1,5,hanst001,corrk001,True,-4,4,4.4,5.0,False,False
7272,20121002,CIN,NL,SLN,NL,3,1,latom001,carpc002,False,2,-2,2.8,5.0,False,True
7273,20121002,PHI,NL,WAS,NL,2,4,roseb003,gorzt001,True,-2,2,999.0,3.6,True,True
7274,20121003,CHA,AL,CLE,AL,9,0,floyg001,huffd001,False,9,-9,3.4,5.2,False,True
7275,20121003,DET,AL,KCA,AL,1,0,schem001,mendl001,False,1,-1,3.8,3.8,True,False
7276,20121003,BOS,AL,NYA,AL,2,14,matsd001,kuroh001,True,-12,12,6.6,3.2,True,True
7277,20121003,TEX,AL,OAK,AL,5,12,dempr002,grifa002,True,-7,7,6.0,2.4,True,True
7278,20121003,ANA,AL,SEA,AL,0,12,weavj003,beavb001,True,-12,12,2.2,2.4,False,False
7279,20121003,BAL,AL,TBA,AL,1,4,tillc001,hellj001,True,-3,3,3.4,2.6,True,True
7280,20121003,MIN,AL,TOR,AL,1,2,diams001,morrb001,True,-1,1,5.8,1.8,True,True
7281,20121003,COL,NL,ARI,NL,2,1,franj003,kenni001,False,1,-1,5.0,3.4,True,False
7282,20121003,HOU,NL,CHN,NL,4,5,gonze001,woodt004,True,-1,1,999.0,4.6,True,True
7283,20121003,SFN,NL,LAN,NL,1,5,voger001,kersc001,True,-4,4,5.6,2.4,True,True
7284,20121003,NYN,NL,MIA,NL,4,2,hefnj001,koeht001,False,2,-2,4.4,999.0,False,True
7285,20121003,SDN,NL,MIL,NL,7,6,werna001,stinj001,False,1,-1,999.0,999.0,True,False
7286,20121003,ATL,NL,PIT,NL,4,0,sheeb001,burna001,False,4,-4,4.2,5.8,False,True
7287,20121003,CIN,NL,SLN,NL,0,1,bailh001,mills001,True,-1,1,3.0,999.0,False,False
7288,20121003,PHI,NL,WAS,NL,1,5,lee-c003,jacke001,True,-4,4,2.2,4.0,False,False
7289,20130331,TEX,AL,HOU,AL,2,8,harrm001,norrb001,True,-6,6,3.0,3.2,False,False
7290,20130401,KCA,AL,CHA,AL,0,1,shiej002,salec001,True,-1,1,2.8,4.4,False,False
7291,20130401,DET,AL,MIN,AL,4,2,verlj001,worlv001,False,2,-2,4.2,6.2,False,True
7292,20130401,BOS,AL,NYA,AL,8,2,lestj001,sabac001,False,6,-6,3.6,4.0,False,True
7293,20130401,SEA,AL,OAK,AL,2,0,hernf002,andeb004,False,2,-2,3.6,4.2,False,True
7294,20130401,SLN,NL,ARI,NL,2,6,waina001,kenni001,True,-4,4,4.8,3.2,True,True
7295,20130401,PHI,NL,ATL,NL,5,7,hamec001,hudst001,True,-2,2,4.0,1.8,True,True
7296,20130401,ANA,AL,CIN,NL,3,1,weavj003,cuetj001,False,2,-2,4.2,3.6,True,False
7297,20130401,SFN,NL,LAN,NL,0,4,cainm001,kersc001,True,-4,4,3.2,2.2,True,True
7298,20130401,COL,NL,MIL,NL,4,5,chacj001,gally001,True,-1,1,3.0,4.2,False,False
7299,20130401,SDN,NL,NYN,NL,2,11,volqe001,niesj001,True,-9,9,6.6,3.6,True,True
7300,20130401,CHN,NL,PIT,NL,3,1,samaj001,burna001,False,2,-2,3.6,5.4,False,True
7301,20130401,MIA,NL,WAS,NL,0,2,nolar001,stras001,True,-2,2,3.4,4.4,False,False
7302,20130402,TEX,AL,HOU,AL,7,0,darvy001,harrl002,False,7,-7,3.8,3.8,True,False
7303,20130402,SEA,AL,OAK,AL,7,1,iwakh001,parkj001,False,6,-6,5.0,3.0,True,False
7304,20130402,BAL,AL,TBA,AL,7,4,hammj002,pricd001,False,3,-3,3.8,1.8,True,False
7305,20130402,CLE,AL,TOR,AL,4,1,mastj001,dickr001,False,3,-3,5.2,3.4,True,False
7306,20130402,SLN,NL,ARI,NL,6,1,garcj004,cahit001,False,5,-5,6.2,3.4,True,False
7307,20130402,SFN,NL,LAN,NL,3,0,bumgm001,ryu-h001,False,3,-3,5.0,999.0,False,True
7308,20130402,COL,NL,MIL,NL,8,4,delaj001,estrm001,False,4,-4,5.0,2.6,True,False
7309,20130403,KCA,AL,CHA,AL,2,5,sante001,peavj001,True,-3,3,4.6,4.6,True,True
7310,20130403,TEX,AL,HOU,AL,4,0,ogana001,humbp001,False,4,-4,2.4,8.6,False,True
7311,20130403,DET,AL,MIN,AL,2,3,sanca004,corrk001,True,-1,1,3.4,4.6,False,False
7312,20130403,BOS,AL,NYA,AL,7,4,buchc001,kuroh001,False,3,-3,5.8,3.6,True,False
7313,20130403,SEA,AL,OAK,AL,2,6,saunj001,milot001,True,-4,4,2.4,3.4,False,False
7314,20130403,BAL,AL,TBA,AL,7,8,chenw001,hellj001,True,-1,1,3.2,2.6,True,True
7315,20130403,CLE,AL,TOR,AL,3,2,jimeu001,morrb001,False,1,-1,6.4,1.8,True,False
7316,20130403,SLN,NL,ARI,NL,9,10,lynnl001,mccab001,True,-1,1,4.6,3.4,True,True
7317,20130403,PHI,NL,ATL,NL,2,9,hallr001,mahop002,True,-7,7,5.6,2.6,True,True
7318,20130403,ANA,AL,CIN,NL,4,5,wilsc004,latom001,True,-1,1,7.4,2.6,True,True
7319,20130403,SFN,NL,LAN,NL,5,3,linct001,beckj002,False,2,-2,2.8,3.0,False,True
7320,20130403,COL,NL,MIL,NL,7,3,nicaj001,peraw001,False,4,-4,4.2,999.0,False,True
7321,20130403,SDN,NL,NYN,NL,4,8,richc002,harvm001,True,-4,4,4.0,999.0,False,False
7322,20130403,CHN,NL,PIT,NL,0,3,jacke001,rodrw002,True,-3,3,6.0,4.2,True,True
7323,20130403,MIA,NL,WAS,NL,0,3,slowk001,gonzg003,True,-3,3,5.4,2.4,True,True
7324,20130404,KCA,AL,CHA,AL,3,1,guthj001,floyg001,False,2,-2,4.4,4.2,True,False
7325,20130404,DET,AL,MIN,AL,2,8,porcr001,pelfm001,True,-6,6,5.2,4.4,True,True
7326,20130404,BOS,AL,NYA,AL,2,4,dempr002,petta001,True,-2,2,6.8,2.6,True,True
7327,20130404,SEA,AL,OAK,AL,2,8,maurb001,grifa002,True,-6,6,999.0,2.8,True,True
7328,20130404,BAL,AL,TBA,AL,6,3,gonzm003,carmf001,False,3,-3,2.8,5.8,False,True
7329,20130404,CLE,AL,TOR,AL,8,10,myerb001,buehm001,True,-2,2,4.4,3.4,True,True
7330,20130404,PHI,NL,ATL,NL,2,0,lee-c003,medlk001,False,2,-2,3.2,1.4,True,False
7331,20130404,ANA,AL,CIN,NL,4,5,blanj001,arrob001,True,-1,1,6.0,3.8,True,True
7332,20130404,SDN,NL,NYN,NL,2,1,stule002,gee-d001,False,1,-1,2.2,5.2,False,True
7333,20130404,CHN,NL,PIT,NL,3,2,woodt004,mcdoj004,False,1,-1,4.2,3.8,True,False
7334,20130404,MIA,NL,WAS,NL,1,6,leblw001,zimmj003,True,-5,5,3.0,3.8,False,False
7335,20130405,MIN,AL,BAL,AL,5,9,hendl001,arrij001,True,-4,4,5.8,5.0,True,True
7336,20130405,SEA,AL,CHA,AL,8,7,beavb001,quinj001,False,1,-1,5.4,6.6,False,True
7337,20130405,NYA,AL,DET,AL,3,8,novai001,fistd001,True,-5,5,4.8,3.2,True,True
7338,20130405,OAK,AL,HOU,AL,8,3,strad003,peacb001,False,5,-5,999.0,999.0,True,False
7339,20130405,CLE,AL,TBA,AL,0,4,mcalz001,moorm003,True,-4,4,4.2,3.4,True,True
7340,20130405,ANA,AL,TEX,AL,2,3,vargj001,holld003,True,-1,1,6.6,4.8,True,True
7341,20130405,BOS,AL,TOR,AL,6,4,doubf001,johnj009,False,2,-2,4.6,3.0,True,False
7342,20130405,CHN,NL,ATL,NL,1,4,felds001,minom001,True,-3,3,3.6,2.8,True,True
7343,20130405,WAS,NL,CIN,NL,0,15,hared001,bailh001,True,-15,15,3.2,5.4,False,False
7344,20130405,SDN,NL,COL,NL,2,5,marqj001,franj003,True,-3,3,3.6,6.8,False,False
7345,20130405,PIT,NL,LAN,NL,0,3,sancj002,greiz001,True,-3,3,5.6,3.8,True,True
7346,20130405,ARI,NL,MIL,NL,3,1,milew001,lohsk001,False,2,-2,4.4,3.2,True,False
7347,20130405,MIA,NL,NYN,NL,7,5,sanaa001,hefnj001,False,2,-2,3.0,6.6,False,True
7348,20130405,KCA,AL,PHI,NL,13,4,daviw001,kendk001,False,9,-9,7.2,3.0,True,False
7349,20130405,SLN,NL,SFN,NL,0,1,westj001,zitob001,True,-1,1,4.8,3.0,True,True
7350,20130406,MIN,AL,BAL,AL,6,5,worlv001,tillc001,False,1,-1,5.4,3.0,True,False
7351,20130406,SEA,AL,CHA,AL,3,4,hernf002,axeld001,True,-1,1,3.6,6.0,False,False
7352,20130406,NYA,AL,DET,AL,4,8,hughp001,schem001,True,-4,4,3.6,3.6,True,True
7353,20130406,OAK,AL,HOU,AL,6,3,colob001,norrb001,False,3,-3,3.4,2.6,True,False
7354,20130406,CLE,AL,TBA,AL,0,6,bauet001,cobba001,True,-6,6,999.0,2.4,True,True
7355,20130406,ANA,AL,TEX,AL,8,4,hanst001,harrm001,False,4,-4,5.2,4.0,True,False
7356,20130406,BOS,AL,TOR,AL,0,5,lackj001,happj001,True,-5,5,5.0,4.2,True,True
7357,20130406,CHN,NL,ATL,NL,5,6,villc001,tehej001,True,-1,1,7.2,999.0,False,False
7358,20130406,WAS,NL,CIN,NL,7,6,detwr001,leakm001,False,1,-1,5.8,3.2,True,False
7359,20130406,SDN,NL,COL,NL,3,6,rosst001,garlj001,True,-3,3,4.0,3.0,True,True
7360,20130406,PIT,NL,LAN,NL,0,1,burna001,kersc001,True,-1,1,3.0,1.8,True,True
7361,20130406,ARI,NL,MIL,NL,9,2,corbp001,fierm001,False,7,-7,7.0,4.6,True,False
7362,20130406,MIA,NL,NYN,NL,3,7,nolar001,niesj001,True,-4,4,3.0,3.2,False,False
7363,20130406,KCA,AL,PHI,NL,3,4,mendl001,lannj001,True,-1,1,4.4,3.6,True,True
7364,20130406,SLN,NL,SFN,NL,6,3,mills001,voger001,False,3,-3,999.0,6.0,True,False
7365,20130407,MIN,AL,BAL,AL,4,3,hernp001,hammj002,False,1,-1,999.0,5.8,True,False
7366,20130407,SEA,AL,CHA,AL,3,4,iwakh001,salec001,True,-1,1,4.0,3.8,True,True
7367,20130407,NYA,AL,DET,AL,7,0,sabac001,verlj001,False,7,-7,4.0,2.2,True,False
7368,20130407,OAK,AL,HOU,AL,9,3,andeb004,harrl002,False,6,-6,3.8,4.2,False,True
7369,20130407,CLE,AL,TBA,AL,13,0,mastj001,pricd001,False,13,-13,4.0,2.6,True,False
7370,20130407,ANA,AL,TEX,AL,3,7,weavj003,darvy001,True,-4,4,4.4,4.2,True,True
7371,20130407,BOS,AL,TOR,AL,13,0,lestj001,dickr001,False,13,-13,3.8,4.0,False,True
7372,20130407,CHN,NL,ATL,NL,1,5,samaj001,hudst001,True,-4,4,2.6,2.6,True,True
7373,20130407,WAS,NL,CIN,NL,3,6,stras001,cuetj001,True,-3,3,3.2,3.4,False,False
7374,20130407,SDN,NL,COL,NL,1,9,volqe001,chacj001,True,-8,8,7.2,6.0,True,True
7375,20130407,PIT,NL,LAN,NL,2,6,lockj001,ryu-h001,True,-4,4,8.0,999.0,False,False
7376,20130407,ARI,NL,MIL,NL,8,7,kenni001,gally001,False,1,-1,4.4,4.6,False,True
7377,20130407,MIA,NL,NYN,NL,3,4,fernj003,laffa001,True,-1,1,999.0,5.8,True,True
7378,20130407,KCA,AL,PHI,NL,9,8,shiej002,hamec001,False,1,-1,2.4,2.8,False,True
7379,20130407,SLN,NL,SFN,NL,14,3,waina001,cainm001,False,11,-11,5.6,1.8,True,False
7380,20130408,BAL,AL,BOS,AL,1,3,chenw001,buchc001,True,-2,2,4.8,5.0,False,False
7381,20130408,NYA,AL,CLE,AL,11,6,kuroh001,jimeu001,False,5,-5,3.6,4.0,False,True
7382,20130408,MIN,AL,KCA,AL,1,3,corrk001,sante001,True,-2,2,3.6,3.4,True,True
7383,20130408,HOU,AL,SEA,AL,0,3,humbp001,saunj001,True,-3,3,3.8,6.2,False,False
7384,20130408,TBA,AL,TEX,AL,4,5,hellj001,ogana001,True,-1,1,3.0,5.0,False,False
7385,20130408,PIT,NL,ARI,NL,5,3,rodrw002,cahit001,False,2,-2,4.4,3.4,True,False
7386,20130408,MIL,NL,CHN,NL,7,4,estrm001,jacke001,False,3,-3,5.8,3.8,True,False
7387,20130408,ATL,NL,MIA,NL,2,0,mahop002,slowk001,False,2,-2,3.4,6.6,False,True
7388,20130408,NYN,NL,PHI,NL,7,2,harvm001,hallr001,False,5,-5,4.4,4.6,False,True
7389,20130408,COL,NL,SFN,NL,2,4,delaj001,bumgm001,True,-2,2,5.0,3.8,True,True
7390,20130408,CIN,NL,SLN,NL,13,4,latom001,garcj004,False,9,-9,2.4,3.4,False,True
7391,20130409,OAK,AL,ANA,AL,9,5,parkj001,wilsc004,False,4,-4,3.4,4.6,False,True
7392,20130409,NYA,AL,CLE,AL,14,1,petta001,carrc003,False,13,-13,4.0,6.4,False,True
7393,20130409,TOR,AL,DET,AL,3,7,morrb001,sanca004,True,-4,4,7.0,5.8,True,True
7394,20130409,MIN,AL,KCA,AL,4,7,pelfm001,guthj001,True,-3,3,6.4,2.2,True,True
7395,20130409,HOU,AL,SEA,AL,16,9,bedae001,maurb001,False,7,-7,6.2,999.0,False,True
7396,20130409,TBA,AL,TEX,AL,1,6,carmf001,tepen001,True,-5,5,5.6,999.0,False,False
7397,20130409,PIT,NL,ARI,NL,6,5,mcdoj004,mccab001,False,1,-1,5.8,5.0,True,False
7398,20130409,MIL,NL,CHN,NL,3,6,peraw001,woodt004,True,-3,3,999.0,4.6,True,True
7399,20130409,ATL,NL,MIA,NL,3,2,medlk001,leblw001,False,1,-1,1.4,4.8,False,True
7400,20130409,NYN,NL,PHI,NL,3,8,gee-d001,lee-c003,True,-5,5,5.6,2.2,True,True
7401,20130409,LAN,NL,SDN,NL,3,9,beckj002,richc002,True,-6,6,5.4,2.4,True,True
7402,20130409,COL,NL,SFN,NL,6,9,nicaj001,linct001,True,-3,3,3.2,5.0,False,False
7403,20130409,CIN,NL,SLN,NL,1,5,arrob001,lynnl001,True,-4,4,3.0,2.4,True,True
7404,20130409,CHA,AL,WAS,NL,7,8,peavj001,gonzg003,True,-1,1,5.6,1.4,True,True
7405,20130410,OAK,AL,ANA,AL,11,5,milot001,blanj001,False,6,-6,3.6,3.2,True,False
7406,20130410,BAL,AL,BOS,AL,8,5,arrij001,dempr002,False,3,-3,6.2,4.4,True,False
7407,20130410,TOR,AL,DET,AL,8,6,buehm001,porcr001,False,2,-2,5.2,3.4,True,False
7408,20130410,MIN,AL,KCA,AL,0,3,hendl001,daviw001,True,-3,3,5.8,2.2,True,True
7409,20130410,HOU,AL,SEA,AL,8,3,peacb001,beavb001,False,5,-5,999.0,1.8,True,False
7410,20130410,TBA,AL,TEX,AL,2,0,moorm003,holld003,False,2,-2,4.8,4.6,True,False
7411,20130410,PIT,NL,ARI,NL,2,10,sancj002,milew001,True,-8,8,5.8,4.2,True,True
7412,20130410,ATL,NL,MIA,NL,8,0,minom001,sanaa001,False,8,-8,2.8,5.6,False,True
7413,20130410,NYN,NL,PHI,NL,3,7,hefnj001,kendk001,True,-4,4,3.8,5.2,False,False
7414,20130410,LAN,NL,SDN,NL,4,3,billc001,stule002,False,1,-1,1.6,3.2,False,True
7415,20130410,COL,NL,SFN,NL,0,10,franj003,zitob001,True,-10,10,4.0,2.6,True,True
7416,20130410,CIN,NL,SLN,NL,0,10,bailh001,westj001,True,-10,10,1.6,3.8,False,False
7417,20130410,CHA,AL,WAS,NL,2,5,floyg001,zimmj003,True,-3,3,2.6,3.2,False,False
7418,20130411,OAK,AL,ANA,AL,8,1,grifa002,vargj001,False,7,-7,3.6,2.4,True,False
7419,20130411,BAL,AL,BOS,AL,3,2,tillc001,aceva001,False,1,-1,3.2,999.0,False,True
7420,20130411,TOR,AL,DET,AL,1,11,johnj009,fistd001,True,-10,10,4.6,2.4,True,True
7421,20130411,TEX,AL,SEA,AL,4,3,grimj002,hernf002,False,1,-1,999.0,4.6,True,False
7422,20130411,SFN,NL,CHN,NL,7,6,voger001,felds001,False,1,-1,5.2,5.6,False,True
7423,20130411,LAN,NL,SDN,NL,3,2,greiz001,marqj001,False,1,-1,3.6,4.4,False,True
7424,20130411,CHA,AL,WAS,NL,4,7,axeld001,hared001,True,-3,3,3.2,5.6,False,False
7425,20130412,HOU,AL,ANA,AL,5,0,norrb001,hanst001,False,5,-5,4.2,3.4,True,False
7426,20130412,CHA,AL,CLE,AL,0,1,quinj001,mastj001,True,-1,1,4.6,4.6,True,True
7427,20130412,TOR,AL,KCA,AL,8,4,happj001,mendl001,False,4,-4,3.0,3.6,False,True
7428,20130412,NYN,NL,MIN,AL,16,5,niesj001,worlv001,False,11,-11,1.6,5.8,False,True
7429,20130412,BAL,AL,NYA,AL,2,5,gonzm003,sabac001,True,-3,3,2.4,5.0,False,False
7430,20130412,DET,AL,OAK,AL,3,4,schem001,colob001,True,-1,1,2.4,4.0,False,False
7431,20130412,TEX,AL,SEA,AL,1,3,darvy001,iwakh001,True,-2,2,2.0,2.4,False,False
7432,20130412,LAN,NL,ARI,NL,0,3,kersc001,corbp001,True,-3,3,1.8,4.0,False,False
7433,20130412,SFN,NL,CHN,NL,3,4,cainm001,villc001,True,-1,1,3.2,3.8,False,False
7434,20130412,PHI,NL,MIA,NL,3,1,lannj001,nolar001,False,2,-2,3.0,4.0,False,True
7435,20130412,CIN,NL,PIT,NL,5,6,leakm001,burna001,True,-1,1,5.4,5.2,True,True
7436,20130412,COL,NL,SDN,NL,7,5,garlj001,rosst001,False,2,-2,5.6,5.0,True,False
7437,20130412,MIL,NL,SLN,NL,0,2,lohsk001,mills001,True,-2,2,4.2,999.0,False,False
7438,20130412,ATL,NL,WAS,NL,6,4,tehej001,detwr001,False,2,-2,999.0,3.4,True,False
7439,20130413,HOU,AL,ANA,AL,4,5,harrl002,richg002,True,-1,1,3.4,3.0,True,True
7440,20130413,TBA,AL,BOS,AL,1,2,pricd001,lestj001,True,-1,1,3.6,4.0,False,False
7441,20130413,CHA,AL,CLE,AL,4,9,salec001,mcalz001,True,-5,5,3.4,5.2,False,False
7442,20130413,TOR,AL,KCA,AL,3,2,dickr001,shiej002,False,1,-1,3.0,1.6,True,False
7443,20130413,NYN,NL,MIN,AL,4,2,harvm001,diams001,False,2,-2,4.0,6.4,False,True
7444,20130413,BAL,AL,NYA,AL,5,3,hammj002,hughp001,False,2,-2,3.8,4.6,False,True
7445,20130413,DET,AL,OAK,AL,7,3,verlj001,andeb004,False,4,-4,4.2,3.8,True,False
7446,20130413,TEX,AL,SEA,AL,3,1,ogana001,saunj001,False,2,-2,1.8,3.8,False,True
7447,20130413,LAN,NL,ARI,NL,7,5,ryu-h001,kenni001,False,2,-2,999.0,1.8,True,False
7448,20130413,SFN,NL,CHN,NL,3,2,bumgm001,samaj001,False,1,-1,4.4,2.0,True,False
7449,20130413,PHI,NL,MIA,NL,1,2,hamec001,fernj003,True,-1,1,4.8,999.0,False,False
7450,20130413,CIN,NL,PIT,NL,1,3,cuetj001,lockj001,True,-2,2,3.6,3.2,True,True
7451,20130413,COL,NL,SDN,NL,9,5,chacj001,volqe001,False,4,-4,3.6,3.8,False,True
7452,20130413,MIL,NL,SLN,NL,0,8,gally001,waina001,True,-8,8,2.0,2.2,False,False
7453,20130413,ATL,NL,WAS,NL,3,1,hudst001,stras001,False,2,-2,3.4,2.8,True,False
7454,20130414,HOU,AL,ANA,AL,1,4,humbp001,wilsc004,True,-3,3,4.0,4.4,False,False
7455,20130414,TBA,AL,BOS,AL,0,5,cobba001,buchc001,True,-5,5,3.6,4.6,False,False
7456,20130414,CHA,AL,CLE,AL,3,1,peavj001,myerb001,False,2,-2,5.4,4.6,True,False
7457,20130414,TOR,AL,KCA,AL,2,3,morrb001,sante001,True,-1,1,8.0,2.6,True,True
7458,20130414,BAL,AL,NYA,AL,0,3,chenw001,kuroh001,True,-3,3,4.4,4.8,False,False
7459,20130414,DET,AL,OAK,AL,10,1,sanca004,parkj001,False,9,-9,2.2,3.6,False,True
7460,20130414,TEX,AL,SEA,AL,3,4,tepen001,maurb001,True,-1,1,999.0,999.0,True,True
7461,20130414,LAN,NL,ARI,NL,0,1,beckj002,cahit001,True,-1,1,6.4,3.4,True,True
7462,20130414,SFN,NL,CHN,NL,10,7,linct001,jacke001,False,3,-3,2.8,5.0,False,True
7463,20130414,PHI,NL,MIA,NL,2,1,hallr001,slowk001,False,1,-1,5.6,5.4,True,False
7464,20130414,CIN,NL,PIT,NL,7,10,latom001,irwip001,True,-3,3,2.8,999.0,False,False
7465,20130414,COL,NL,SDN,NL,2,1,delaj001,richc002,False,1,-1,5.2,2.8,True,False
7466,20130414,MIL,NL,SLN,NL,4,3,estrm001,garcj004,False,1,-1,5.4,5.2,True,False
7467,20130414,ATL,NL,WAS,NL,9,0,mahop002,gonzg003,False,9,-9,2.8,2.4,True,False
7468,20130415,TBA,AL,BOS,AL,2,3,hellj001,dempr002,True,-1,1,2.8,4.2,False,False
7469,20130415,ANA,AL,MIN,AL,2,8,blanj001,corrk001,True,-6,6,5.6,4.6,True,True
7470,20130415,HOU,AL,OAK,AL,2,11,bedae001,milot001,True,-9,9,7.0,3.0,True,True
7471,20130415,CHA,AL,TOR,AL,3,4,floyg001,buehm001,True,-1,1,3.2,4.0,False,False
7472,20130415,PHI,NL,CIN,NL,2,4,lee-c003,arrob001,True,-2,2,1.8,3.8,False,False
7473,20130415,SDN,NL,LAN,NL,6,3,stule002,billc001,False,3,-3,2.2,4.4,False,True
7474,20130415,WAS,NL,MIA,NL,10,3,zimmj003,leblw001,False,7,-7,3.4,5.0,False,True
7475,20130415,SLN,NL,PIT,NL,10,6,lynnl001,mcdoj004,False,4,-4,5.0,4.2,True,False
7476,20130416,TBA,AL,BAL,AL,4,5,carmf001,arrij001,True,-1,1,6.6,4.8,True,True
7477,20130416,BOS,AL,CLE,AL,7,2,doubf001,jimeu001,False,5,-5,5.0,5.8,False,True
7478,20130416,ANA,AL,MIN,AL,6,8,vargj001,pelfm001,True,-2,2,7.0,4.0,True,True
7479,20130416,ARI,NL,NYA,AL,2,4,mccab001,novai001,True,-2,2,3.2,8.6,False,False
7480,20130416,HOU,AL,OAK,AL,3,4,peacb001,grifa002,True,-1,1,999.0,2.6,True,True
7481,20130416,DET,AL,SEA,AL,6,2,fistd001,haraa001,False,4,-4,3.4,3.8,False,True
7482,20130416,CHA,AL,TOR,AL,4,3,axeld001,johnj009,False,1,-1,3.8,3.4,True,False
7483,20130416,KCA,AL,ATL,NL,3,6,guthj001,medlk001,True,-3,3,3.4,1.8,True,True
7484,20130416,TEX,AL,CHN,NL,4,2,holld003,woodt004,False,2,-2,4.2,4.4,False,True
7485,20130416,PHI,NL,CIN,NL,0,1,kendk001,bailh001,True,-1,1,1.4,3.8,False,False
7486,20130416,NYN,NL,COL,NL,4,8,gee-d001,nicaj001,True,-4,4,6.0,6.2,False,False
7487,20130416,NYN,NL,COL,NL,8,9,laffa001,franj003,True,-1,1,4.0,6.0,False,False
7488,20130416,SDN,NL,LAN,NL,9,2,marqj001,capuc001,False,7,-7,4.2,4.6,False,True
7489,20130416,WAS,NL,MIA,NL,2,8,hared001,sanaa001,True,-6,6,5.2,6.0,False,False
7490,20130416,SFN,NL,MIL,NL,8,10,zitob001,peraw001,True,-2,2,3.6,999.0,False,False
7491,20130417,TBA,AL,BAL,AL,6,2,moorm003,tillc001,False,4,-4,4.2,4.0,True,False
7492,20130417,BOS,AL,CLE,AL,6,3,aceva001,mastj001,False,3,-3,999.0,4.2,True,False
7493,20130417,ARI,NL,NYA,AL,3,4,milew001,sabac001,True,-1,1,4.4,3.8,True,True
7494,20130417,HOU,AL,OAK,AL,5,7,norrb001,colob001,True,-2,2,2.8,3.4,False,False
7495,20130417,DET,AL,SEA,AL,2,1,schem001,hernf002,False,1,-1,2.8,5.2,False,True
7496,20130417,CHA,AL,TOR,AL,7,0,quinj001,happj001,False,7,-7,3.4,4.0,False,True
7497,20130417,KCA,AL,ATL,NL,1,0,daviw001,minom001,False,1,-1,6.0,2.0,True,False
