games_idx,Date,Visiting Team,Visiting League,Home Team,Home League,Visiting Score,Home Score,V Start Pitcher ID,H Start Pitcher ID,Home Winner,V NetRuns,H NetRuns,V Runs Allowed,H Runs Allowed,Home Wins?,Prediction Correct?
0,20100404,NYA,AL,BOS,AL,7,9,sabac001,beckj002,True,-2,2,999.0,999.0,True,True
1,20100405,MIN,AL,ANA,AL,3,6,bakes002,weavj003,True,-3,3,999.0,999.0,True,True
2,20100405,CLE,AL,CHA,AL,0,6,westj001,buehm001,True,-6,6,999.0,999.0,True,True
3,20100405,DET,AL,KCA,AL,8,4,verlj001,greiz001,False,4,-4,999.0,999.0,True,False
4,20100405,SEA,AL,OAK,AL,5,3,hernf002,sheeb001,False,2,-2,999.0,999.0,True,False
5,20100405,TOR,AL,TEX,AL,4,5,marcs001,felds001,True,-1,1,999.0,999.0,True,True
6,20100405,SDN,NL,ARI,NL,3,6,garlj001,hared001,True,-3,3,999.0,999.0,True,True
7,20100405,CHN,NL,ATL,NL,5,16,zambc001,lowed001,True,-11,11,999.0,999.0,True,True
8,20100405,SLN,NL,CIN,NL,11,6,carpc002,haraa001,False,5,-5,999.0,999.0,True,False
9,20100405,SFN,NL,HOU,NL,5,2,linct001,oswar001,False,3,-3,999.0,999.0,True,False
10,20100405,COL,NL,MIL,NL,5,3,jimeu001,gally001,False,2,-2,999.0,999.0,True,False
11,20100405,MIA,NL,NYN,NL,1,7,johnj009,santj003,True,-6,6,999.0,999.0,True,True
12,20100405,LAN,NL,PIT,NL,5,11,padiv001,dukez001,True,-6,6,999.0,999.0,True,True
13,20100405,PHI,NL,WAS,NL,11,1,hallr001,lannj001,False,10,-10,999.0,999.0,True,False
14,20100406,MIN,AL,ANA,AL,5,3,blacn001,saunj001,False,2,-2,999.0,999.0,True,False
15,20100406,NYA,AL,BOS,AL,6,4,burna001,lestj001,False,2,-2,999.0,999.0,True,False
16,20100406,SEA,AL,OAK,AL,1,2,sneli001,bradd002,True,-1,1,999.0,999.0,True,True
17,20100406,BAL,AL,TBA,AL,3,4,millk004,shiej002,True,-1,1,999.0,999.0,True,True
18,20100406,SDN,NL,ARI,NL,6,3,younc003,jacke001,False,3,-3,999.0,999.0,True,False
19,20100406,SFN,NL,HOU,NL,3,0,zitob001,rodrw002,False,3,-3,999.0,999.0,True,False
20,20100406,COL,NL,MIL,NL,5,7,smitg002,wolfr001,True,-2,2,999.0,999.0,True,True
21,20100407,MIN,AL,ANA,AL,4,2,pavac001,sante001,False,2,-2,999.0,999.0,True,False
22,20100407,NYA,AL,BOS,AL,3,1,petta001,lackj001,False,2,-2,999.0,999.0,True,False
23,20100407,CLE,AL,CHA,AL,5,3,carmf001,peavj001,False,2,-2,999.0,999.0,True,False
24,20100407,DET,AL,KCA,AL,2,3,schem001,hochl001,True,-1,1,999.0,999.0,True,True
25,20100407,SEA,AL,OAK,AL,5,6,rowlr002,duchj001,True,-1,1,999.0,999.0,True,True
26,20100407,BAL,AL,TBA,AL,3,4,guthj001,garzm001,True,-1,1,999.0,999.0,True,True
27,20100407,TOR,AL,TEX,AL,7,4,tallb001,hardr001,False,3,-3,999.0,999.0,True,False
28,20100407,SDN,NL,ARI,NL,3,5,corrk001,kenni001,True,-2,2,999.0,999.0,True,True
29,20100407,CHN,NL,ATL,NL,2,3,dempr002,jurrj001,True,-1,1,999.0,999.0,True,True
30,20100407,SLN,NL,CIN,NL,6,3,waina001,cuetj001,False,3,-3,999.0,999.0,True,False
31,20100407,SFN,NL,HOU,NL,10,4,cainm001,myerb001,False,6,-6,999.0,999.0,True,False
32,20100407,COL,NL,MIL,NL,4,5,cooka002,david002,True,-1,1,999.0,999.0,True,True
33,20100407,MIA,NL,NYN,NL,7,6,nolar001,mainj001,False,1,-1,999.0,999.0,True,False
34,20100407,LAN,NL,PIT,NL,3,4,kersc001,ohler001,True,-1,1,999.0,999.0,True,True
35,20100407,PHI,NL,WAS,NL,8,4,hamec001,marqj001,False,4,-4,999.0,999.0,True,False
36,20100408,MIN,AL,ANA,AL,10,1,slowk001,pinej001,False,9,-9,999.0,999.0,True,False
37,20100408,CLE,AL,CHA,AL,5,3,mastj001,floyg001,False,2,-2,999.0,999.0,True,False
38,20100408,DET,AL,KCA,AL,7,3,willd003,bannb001,False,4,-4,999.0,999.0,True,False
39,20100408,SEA,AL,OAK,AL,2,6,fistd001,andeb004,True,-4,4,999.0,999.0,True,True
40,20100408,BAL,AL,TBA,AL,5,4,matub001,niemj001,False,1,-1,999.0,999.0,True,False
41,20100408,TOR,AL,TEX,AL,3,1,romer002,wilsc004,False,2,-2,999.0,999.0,True,False
42,20100408,CHN,NL,ATL,NL,2,0,wellr001,hanst001,False,2,-2,999.0,999.0,True,False
43,20100408,SLN,NL,CIN,NL,1,2,pennb002,arrob001,True,-1,1,999.0,999.0,True,True
44,20100408,MIA,NL,NYN,NL,3,1,roben001,niesj001,False,2,-2,999.0,999.0,True,False
45,20100408,LAN,NL,PIT,NL,10,2,billc001,mahop002,False,8,-8,999.0,999.0,True,False
46,20100408,PHI,NL,WAS,NL,5,6,kendk001,stamc001,True,-1,1,999.0,999.0,True,True
47,20100409,OAK,AL,ANA,AL,10,4,gonzg003,palmm001,False,6,-6,999.0,999.0,True,False
48,20100409,TOR,AL,BAL,AL,7,6,morrb001,bergb002,False,1,-1,999.0,999.0,True,False
49,20100409,MIN,AL,CHA,AL,4,3,lirif001,dankj001,False,1,-1,999.0,999.0,True,False
50,20100409,CLE,AL,DET,AL,2,5,huffd001,porcr001,True,-3,3,999.0,999.0,True,True
51,20100409,BOS,AL,KCA,AL,3,4,waket001,davik002,True,-1,1,999.0,999.0,True,True
52,20100409,NYA,AL,TBA,AL,3,9,vazqj001,pricd001,True,-6,6,999.0,999.0,True,True
53,20100409,SEA,AL,TEX,AL,2,6,vargj001,lewic001,True,-4,4,999.0,999.0,True,True
54,20100409,PIT,NL,ARI,NL,1,9,mortc002,loper001,True,-8,8,999.0,999.0,True,True
55,20100409,CHN,NL,CIN,NL,4,5,silvc001,bailh001,True,-1,1,999.0,999.0,True,True
56,20100409,SDN,NL,COL,NL,0,7,richc002,delaj001,True,-7,7,999.0,999.0,True,True
57,20100409,LAN,NL,MIA,NL,7,3,kuroh001,volsc001,False,4,-4,999.0,999.0,True,False
58,20100409,PHI,NL,HOU,NL,8,0,happj001,norrb001,False,8,-8,999.0,999.0,True,False
59,20100409,SLN,NL,MIL,NL,5,4,lohsk001,bushd001,False,1,-1,999.0,999.0,True,False
60,20100409,WAS,NL,NYN,NL,2,8,mockg001,pelfm001,True,-6,6,999.0,999.0,True,True
61,20100409,ATL,NL,SFN,NL,4,5,hudst001,sancj002,True,-1,1,999.0,999.0,True,True
62,20100410,OAK,AL,ANA,AL,3,4,sheeb001,weavj003,True,-1,1,999.0,999.0,True,True
63,20100410,TOR,AL,BAL,AL,3,0,eveld001,hernd002,False,3,-3,999.0,999.0,True,False
64,20100410,MIN,AL,CHA,AL,2,1,bakes002,garcf002,False,1,-1,999.0,999.0,True,False
65,20100410,CLE,AL,DET,AL,2,4,talbm001,bondj001,True,-2,2,999.0,999.0,True,True
66,20100410,BOS,AL,KCA,AL,8,3,beckj002,greiz001,False,5,-5,999.0,999.0,True,False
67,20100410,NYA,AL,TBA,AL,10,0,sabac001,daviw001,False,10,-10,999.0,999.0,True,False
68,20100410,SEA,AL,TEX,AL,4,3,hernf002,harrm001,False,1,-1,999.0,999.0,True,False
69,20100410,PIT,NL,ARI,NL,6,3,dukez001,hared001,False,3,-3,999.0,999.0,True,False
70,20100410,CHN,NL,CIN,NL,4,3,zambc001,haraa001,False,1,-1,999.0,999.0,True,False
71,20100410,SDN,NL,COL,NL,5,4,latom001,hammj002,False,1,-1,999.0,999.0,True,False
72,20100410,LAN,NL,MIA,NL,6,7,padiv001,johnj009,True,-1,1,999.0,999.0,True,True
73,20100410,PHI,NL,HOU,NL,9,6,moyej001,paulf001,False,3,-3,999.0,999.0,True,False
74,20100410,SLN,NL,MIL,NL,7,1,garcj004,gally001,False,6,-6,999.0,999.0,True,False
75,20100410,WAS,NL,NYN,NL,4,3,lannj001,pereo002,False,1,-1,999.0,999.0,True,False
76,20100410,ATL,NL,SFN,NL,7,2,lowed001,wellt002,False,5,-5,999.0,999.0,True,False
77,20100411,OAK,AL,ANA,AL,9,4,bradd002,saunj001,False,5,-5,999.0,999.0,True,False
78,20100411,TOR,AL,BAL,AL,5,2,marcs001,millk004,False,3,-3,999.0,999.0,True,False
79,20100411,MIN,AL,CHA,AL,4,5,blacn001,buehm001,True,-1,1,999.0,999.0,True,True
80,20100411,CLE,AL,DET,AL,8,9,westj001,verlj001,True,-1,1,999.0,999.0,True,True
81,20100411,BOS,AL,KCA,AL,8,6,buchc001,mechg001,False,2,-2,999.0,999.0,True,False
82,20100411,NYA,AL,TBA,AL,7,3,burna001,shiej002,False,4,-4,999.0,999.0,True,False
83,20100411,SEA,AL,TEX,AL,2,9,sneli001,felds001,True,-7,7,999.0,999.0,True,True
84,20100411,PIT,NL,ARI,NL,6,15,mccud001,jacke001,True,-9,9,999.0,999.0,True,True
85,20100411,CHN,NL,CIN,NL,1,3,gorzt001,leakm001,True,-2,2,999.0,999.0,True,True
86,20100411,SDN,NL,COL,NL,2,4,garlj001,jimeu001,True,-2,2,999.0,999.0,True,True
87,20100411,LAN,NL,MIA,NL,5,6,haegc001,sanca004,True,-1,1,999.0,999.0,True,True
88,20100411,PHI,NL,HOU,NL,2,1,hallr001,oswar001,False,1,-1,999.0,999.0,True,False
89,20100411,SLN,NL,MIL,NL,7,8,carpc002,wolfr001,True,-1,1,999.0,999.0,True,True
90,20100411,WAS,NL,NYN,NL,5,2,hernl003,santj003,False,3,-3,999.0,999.0,True,False
91,20100411,ATL,NL,SFN,NL,3,6,kawak001,linct001,True,-3,3,999.0,999.0,True,True
92,20100412,TBA,AL,BAL,AL,5,1,garzm001,guthj001,False,4,-4,999.0,999.0,True,False
93,20100412,TEX,AL,CLE,AL,4,2,hardr001,carmf001,False,2,-2,999.0,999.0,True,False
94,20100412,KCA,AL,DET,AL,10,5,hochl001,schem001,False,5,-5,999.0,999.0,True,False
95,20100412,BOS,AL,MIN,AL,2,5,lestj001,pavac001,True,-3,3,999.0,999.0,True,True
96,20100412,OAK,AL,SEA,AL,4,0,duchj001,rowlr002,False,4,-4,999.0,999.0,True,False
97,20100412,CHA,AL,TOR,AL,8,7,peavj001,tallb001,False,1,-1,999.0,999.0,True,False
98,20100412,MIL,NL,CHN,NL,5,9,david002,dempr002,True,-4,4,999.0,999.0,True,True
99,20100412,CIN,NL,MIA,NL,6,5,cuetj001,nolar001,False,1,-1,999.0,999.0,True,False
100,20100412,WAS,NL,PHI,NL,4,7,marqj001,hamec001,True,-3,3,999.0,999.0,True,True
101,20100412,ATL,NL,SDN,NL,2,17,jurrj001,corrk001,True,-15,15,999.0,999.0,True,True
102,20100412,PIT,NL,SFN,NL,3,9,burrb001,zitob001,True,-6,6,999.0,999.0,True,True
103,20100412,HOU,NL,SLN,NL,0,5,rodrw002,waina001,True,-5,5,999.0,999.0,True,True
104,20100413,TBA,AL,BAL,AL,8,6,niemj001,matub001,False,2,-2,999.0,999.0,True,False
105,20100413,KCA,AL,DET,AL,5,6,bannb001,willd003,True,-1,1,999.0,999.0,True,True
106,20100413,ANA,AL,NYA,AL,5,7,sante001,petta001,True,-2,2,999.0,999.0,True,True
107,20100413,OAK,AL,SEA,AL,0,3,andeb004,fistd001,True,-3,3,999.0,999.0,True,True
108,20100413,CHA,AL,TOR,AL,2,4,floyg001,romer002,True,-2,2,999.0,999.0,True,True
109,20100413,NYN,NL,COL,NL,3,11,mainj001,smitg002,True,-8,8,999.0,999.0,True,True
110,20100413,CIN,NL,MIA,NL,10,8,arrob001,roben001,False,2,-2,999.0,999.0,True,False
111,20100413,ARI,NL,LAN,NL,5,9,kenni001,kersc001,True,-4,4,999.0,999.0,True,True
112,20100413,PIT,NL,SFN,NL,6,5,mahop002,cainm001,False,1,-1,999.0,999.0,True,False
113,20100414,TBA,AL,BAL,AL,9,1,pricd001,bergb002,False,8,-8,999.0,999.0,True,False
114,20100414,TEX,AL,CLE,AL,6,2,lewic001,mastj001,False,4,-4,999.0,999.0,True,False
115,20100414,KCA,AL,DET,AL,7,3,davik002,porcr001,False,4,-4,999.0,999.0,True,False
116,20100414,BOS,AL,MIN,AL,6,3,lackj001,slowk001,False,3,-3,999.0,999.0,True,False
117,20100414,ANA,AL,NYA,AL,5,3,pinej001,vazqj001,False,2,-2,999.0,999.0,True,False
118,20100414,OAK,AL,SEA,AL,2,4,gonzg003,vargj001,True,-2,2,999.0,999.0,True,True
119,20100414,CHA,AL,TOR,AL,11,1,dankj001,morrb001,False,10,-10,999.0,999.0,True,False
120,20100414,MIL,NL,CHN,NL,6,7,bushd001,wellr001,True,-1,1,999.0,999.0,True,True
121,20100414,NYN,NL,COL,NL,5,6,niesj001,cooka002,True,-1,1,999.0,999.0,True,True
122,20100414,CIN,NL,MIA,NL,3,5,bailh001,volsc001,True,-2,2,999.0,999.0,True,True
123,20100414,ARI,NL,LAN,NL,9,7,loper001,billc001,False,2,-2,999.0,999.0,True,False
124,20100414,WAS,NL,PHI,NL,7,14,stamc001,kendk001,True,-7,7,999.0,999.0,True,True
125,20100414,ATL,NL,SDN,NL,6,1,hanst001,richc002,False,5,-5,999.0,999.0,True,False
126,20100414,PIT,NL,SFN,NL,0,6,mortc002,sancj002,True,-6,6,999.0,999.0,True,True
127,20100414,HOU,NL,SLN,NL,1,2,myerb001,pennb002,True,-1,1,999.0,999.0,True,True
128,20100415,TEX,AL,CLE,AL,2,3,harrm001,huffd001,True,-1,1,999.0,999.0,True,True
129,20100415,BOS,AL,MIN,AL,0,8,waket001,lirif001,True,-8,8,999.0,999.0,True,True
130,20100415,ANA,AL,NYA,AL,2,6,kazms001,hughp001,True,-4,4,999.0,999.0,True,True
131,20100415,BAL,AL,OAK,AL,2,6,hernd002,sheeb001,True,-4,4,999.0,999.0,True,True
132,20100415,CHA,AL,TOR,AL,3,7,garcf002,eveld001,True,-4,4,999.0,999.0,True,True
133,20100415,MIL,NL,CHN,NL,8,6,suppj001,zambc001,False,2,-2,999.0,999.0,True,False
134,20100415,NYN,NL,COL,NL,5,0,pelfm001,delaj001,False,5,-5,999.0,999.0,True,False
135,20100415,CIN,NL,MIA,NL,2,10,haraa001,johnj009,True,-8,8,999.0,999.0,True,True
136,20100415,ARI,NL,LAN,NL,5,6,hared001,kuroh001,True,-1,1,999.0,999.0,True,True
137,20100415,WAS,NL,PHI,NL,7,5,olses001,happj001,False,2,-2,999.0,999.0,True,False
138,20100415,ATL,NL,SDN,NL,6,2,hudst001,latom001,False,4,-4,999.0,999.0,True,False
139,20100415,HOU,NL,SLN,NL,5,1,norrb001,lohsk001,False,4,-4,999.0,999.0,True,False
140,20100416,TBA,AL,BOS,AL,3,1,daviw001,beckj002,False,2,-2,999.0,999.0,True,False
141,20100416,CHA,AL,CLE,AL,2,6,buehm001,talbm001,True,-4,4,999.0,999.0,True,True
142,20100416,KCA,AL,MIN,AL,3,10,greiz001,bakes002,True,-7,7,999.0,999.0,True,True
143,20100416,TEX,AL,NYA,AL,1,5,wilsc004,sabac001,True,-4,4,999.0,999.0,True,True
144,20100416,BAL,AL,OAK,AL,2,4,millk004,bradd002,True,-2,2,999.0,999.0,True,True
145,20100416,DET,AL,SEA,AL,3,11,bondj001,hernf002,True,-8,8,999.0,999.0,True,True
146,20100416,ANA,AL,TOR,AL,7,5,weavj003,marcs001,False,2,-2,999.0,999.0,True,False
147,20100416,COL,NL,ATL,NL,5,9,hammj002,lowed001,True,-4,4,999.0,999.0,True,True
148,20100416,HOU,NL,CHN,NL,2,7,paulf001,silvc001,True,-5,5,999.0,999.0,True,True
149,20100416,SFN,NL,LAN,NL,8,10,wellt002,padiv001,True,-2,2,999.0,999.0,True,True
150,20100416,MIA,NL,PHI,NL,6,8,sanca004,hallr001,True,-2,2,999.0,999.0,True,True
151,20100416,CIN,NL,PIT,NL,3,4,leakm001,dukez001,True,-1,1,999.0,999.0,True,True
152,20100416,ARI,NL,SDN,NL,3,6,jacke001,garlj001,True,-3,3,999.0,999.0,True,True
153,20100416,NYN,NL,SLN,NL,3,4,pereo002,carpc002,True,-1,1,999.0,999.0,True,True
154,20100416,MIL,NL,WAS,NL,3,5,gally001,lannj001,True,-2,2,999.0,999.0,True,True
155,20100417,TBA,AL,BOS,AL,6,5,shiej002,buchc001,False,1,-1,999.0,999.0,True,False
156,20100417,CHA,AL,CLE,AL,2,3,peavj001,westj001,True,-1,1,999.0,999.0,True,True
157,20100417,KCA,AL,MIN,AL,5,6,mechg001,blacn001,True,-1,1,999.0,999.0,True,True
158,20100417,TEX,AL,NYA,AL,3,7,felds001,burna001,True,-4,4,999.0,999.0,True,True
159,20100417,BAL,AL,OAK,AL,3,4,guthj001,duchj001,True,-1,1,999.0,999.0,True,True
160,20100417,DET,AL,SEA,AL,2,4,verlj001,rowlr002,True,-2,2,999.0,999.0,True,True
161,20100417,ANA,AL,TOR,AL,6,3,saunj001,tallb001,False,3,-3,999.0,999.0,True,False
162,20100417,COL,NL,ATL,NL,4,0,jimeu001,kawak001,False,4,-4,999.0,999.0,True,False
163,20100417,HOU,NL,CHN,NL,4,3,oswar001,gorzt001,False,1,-1,999.0,999.0,True,False
164,20100417,SFN,NL,LAN,NL,9,0,linct001,haegc001,False,9,-9,999.0,999.0,True,False
165,20100417,MIA,NL,PHI,NL,5,1,nolar001,moyej001,False,4,-4,999.0,999.0,True,False
166,20100417,CIN,NL,PIT,NL,4,5,cuetj001,mccud001,True,-1,1,999.0,999.0,True,True
167,20100417,ARI,NL,SDN,NL,0,5,bensk001,corrk001,True,-5,5,999.0,999.0,True,True
168,20100417,NYN,NL,SLN,NL,2,1,santj003,garcj004,False,1,-1,999.0,999.0,True,False
169,20100417,MIL,NL,WAS,NL,0,8,wolfr001,hernl003,True,-8,8,999.0,999.0,True,True
170,20100418,TBA,AL,BOS,AL,7,1,garzm001,lestj001,False,6,-6,999.0,999.0,True,False
171,20100418,CHA,AL,CLE,AL,4,7,floyg001,carmf001,True,-3,3,999.0,999.0,True,True
172,20100418,KCA,AL,MIN,AL,10,5,hochl001,pavac001,False,5,-5,999.0,999.0,True,False
173,20100418,TEX,AL,NYA,AL,2,5,hardr001,petta001,True,-3,3,999.0,999.0,True,True
174,20100418,BAL,AL,OAK,AL,8,3,matub001,andeb004,False,5,-5,999.0,999.0,True,False
175,20100418,DET,AL,SEA,AL,4,2,schem001,sneli001,False,2,-2,999.0,999.0,True,False
176,20100418,ANA,AL,TOR,AL,3,1,sante001,romer002,False,2,-2,999.0,999.0,True,False
177,20100418,COL,NL,ATL,NL,3,4,smitg002,jurrj001,True,-1,1,999.0,999.0,True,True
178,20100418,HOU,NL,CHN,NL,3,2,rodrw002,dempr002,False,1,-1,999.0,999.0,True,False
179,20100418,SFN,NL,LAN,NL,1,2,zitob001,kersc001,True,-1,1,999.0,999.0,True,True
180,20100418,MIA,NL,PHI,NL,2,0,roben001,hamec001,False,2,-2,999.0,999.0,True,False
181,20100418,CIN,NL,PIT,NL,3,5,arrob001,mahop002,True,-2,2,999.0,999.0,True,True
182,20100418,ARI,NL,SDN,NL,3,5,kenni001,leblw001,True,-2,2,999.0,999.0,True,True
183,20100418,NYN,NL,SLN,NL,3,5,mainj001,waina001,True,-2,2,999.0,999.0,True,True
184,20100418,MIL,NL,WAS,NL,11,7,david002,marqj001,False,4,-4,999.0,999.0,True,False
185,20100419,DET,AL,ANA,AL,0,2,willd003,pinej001,True,-2,2,999.0,999.0,True,True
186,20100419,TBA,AL,BOS,AL,8,2,niemj001,lackj001,False,6,-6,999.0,999.0,True,False
187,20100419,BAL,AL,SEA,AL,2,8,bergb002,fistd001,True,-6,6,999.0,999.0,True,True
188,20100419,KCA,AL,TOR,AL,1,8,bannb001,morrb001,True,-7,7,999.0,999.0,True,True
189,20100419,SLN,NL,ARI,NL,4,2,pennb002,loper001,False,2,-2,999.0,999.0,True,False
190,20100419,CHN,NL,NYN,NL,1,6,wellr001,niesj001,True,-5,5,999.0,999.0,True,True
191,20100419,SFN,NL,SDN,NL,2,3,cainm001,richc002,True,-1,1,999.0,999.0,True,True
192,20100419,COL,NL,WAS,NL,2,5,cooka002,stamc001,True,-3,3,999.0,999.0,True,True
193,20100420,DET,AL,ANA,AL,5,6,porcr001,kazms001,True,-1,1,999.0,999.0,True,True
194,20100420,TEX,AL,BOS,AL,6,7,lewic001,waket001,True,-1,1,999.0,999.0,True,True
195,20100420,TBA,AL,CHA,AL,1,4,pricd001,dankj001,True,-3,3,999.0,999.0,True,True
196,20100420,CLE,AL,MIN,AL,1,5,mastj001,slowk001,True,-4,4,999.0,999.0,True,True
197,20100420,NYA,AL,OAK,AL,7,3,vazqj001,gonzg003,False,4,-4,999.0,999.0,True,False
198,20100420,BAL,AL,SEA,AL,1,3,hernd002,vargj001,True,-2,2,999.0,999.0,True,True
199,20100420,KCA,AL,TOR,AL,3,4,davik002,eveld001,True,-1,1,999.0,999.0,True,True
200,20100420,SLN,NL,ARI,NL,7,9,lohsk001,hared001,True,-2,2,999.0,999.0,True,True
201,20100420,PHI,NL,ATL,NL,3,4,kendk001,hanst001,True,-1,1,999.0,999.0,True,True
202,20100420,LAN,NL,CIN,NL,9,11,billc001,bailh001,True,-2,2,999.0,999.0,True,True
203,20100420,MIA,NL,HOU,NL,5,7,volsc001,myerb001,True,-2,2,999.0,999.0,True,True
204,20100420,CHN,NL,NYN,NL,0,4,zambc001,pelfm001,True,-4,4,999.0,999.0,True,True
205,20100420,MIL,NL,PIT,NL,8,1,bushd001,mortc002,False,7,-7,999.0,999.0,True,False
206,20100420,SFN,NL,SDN,NL,0,1,sancj002,latom001,True,-1,1,999.0,999.0,True,True
207,20100420,COL,NL,WAS,NL,10,4,delaj001,olses001,False,6,-6,999.0,999.0,True,False
208,20100421,DET,AL,ANA,AL,4,3,bondj001,weavj003,False,1,-1,999.0,999.0,True,False
209,20100421,TEX,AL,BOS,AL,7,8,harrm001,beckj002,True,-1,1,999.0,999.0,True,True
210,20100421,TBA,AL,CHA,AL,12,0,daviw001,buehm001,False,12,-12,999.0,999.0,True,False
211,20100421,CLE,AL,MIN,AL,0,6,huffd001,lirif001,True,-6,6,999.0,999.0,True,True
212,20100421,NYA,AL,OAK,AL,3,1,hughp001,sheeb001,False,2,-2,999.0,999.0,True,False
213,20100421,BAL,AL,SEA,AL,1,4,millk004,hernf002,True,-3,3,999.0,999.0,True,True
214,20100421,KCA,AL,TOR,AL,4,3,greiz001,marcs001,False,1,-1,999.0,999.0,True,False
215,20100421,SLN,NL,ARI,NL,9,4,carpc002,jacke001,False,5,-5,999.0,999.0,True,False
216,20100421,PHI,NL,ATL,NL,2,0,hallr001,hudst001,False,2,-2,999.0,999.0,True,False
217,20100421,LAN,NL,CIN,NL,14,6,kuroh001,haraa001,False,8,-8,999.0,999.0,True,False
218,20100421,MIA,NL,HOU,NL,4,5,johnj009,norrb001,True,-1,1,999.0,999.0,True,True
219,20100421,CHN,NL,NYN,NL,9,3,silvc001,pereo002,False,6,-6,999.0,999.0,True,False
220,20100421,MIL,NL,PIT,NL,8,0,gally001,dukez001,False,8,-8,999.0,999.0,True,False
221,20100421,SFN,NL,SDN,NL,2,5,wellt002,garlj001,True,-3,3,999.0,999.0,True,True
222,20100421,COL,NL,WAS,NL,4,6,hammj002,lannj001,True,-2,2,999.0,999.0,True,True
223,20100422,DET,AL,ANA,AL,5,4,verlj001,saunj001,False,1,-1,999.0,999.0,True,False
224,20100422,TEX,AL,BOS,AL,3,0,wilsc004,buchc001,False,3,-3,999.0,999.0,True,False
225,20100422,TBA,AL,CHA,AL,10,2,shiej002,peavj001,False,8,-8,999.0,999.0,True,False
226,20100422,CLE,AL,MIN,AL,8,1,talbm001,bakes002,False,7,-7,999.0,999.0,True,False
227,20100422,NYA,AL,OAK,AL,2,4,sabac001,bradd002,True,-2,2,999.0,999.0,True,True
228,20100422,PHI,NL,ATL,NL,8,3,moyej001,lowed001,False,5,-5,999.0,999.0,True,False
229,20100422,LAN,NL,CIN,NL,5,8,padiv001,leakm001,True,-3,3,999.0,999.0,True,True
230,20100422,MIA,NL,HOU,NL,5,1,sanca004,paulf001,False,4,-4,999.0,999.0,True,False
231,20100422,CHN,NL,NYN,NL,2,5,gorzt001,santj003,True,-3,3,999.0,999.0,True,True
232,20100422,MIL,NL,PIT,NL,20,0,wolfr001,mccud001,False,20,-20,999.0,999.0,True,False
233,20100422,COL,NL,WAS,NL,2,0,jimeu001,hernl003,False,2,-2,999.0,999.0,True,False
234,20100423,NYA,AL,ANA,AL,4,6,burna001,sante001,True,-2,2,999.0,999.0,True,True
235,20100423,BAL,AL,BOS,AL,3,4,guthj001,lestj001,True,-1,1,999.0,999.0,True,True
236,20100423,SEA,AL,CHA,AL,6,7,rowlr002,floyg001,True,-1,1,999.0,999.0,True,True
237,20100423,MIN,AL,KCA,AL,8,3,pavac001,mechg001,False,5,-5,999.0,999.0,True,False
238,20100423,CLE,AL,OAK,AL,0,10,westj001,duchj001,True,-10,10,999.0,999.0,True,True
239,20100423,TOR,AL,TBA,AL,6,5,cecib001,garzm001,False,1,-1,999.0,999.0,True,False
240,20100423,DET,AL,TEX,AL,4,5,schem001,hardr001,True,-1,1,999.0,999.0,True,True
241,20100423,PHI,NL,ARI,NL,4,7,hamec001,bensk001,True,-3,3,999.0,999.0,True,True
242,20100423,SDN,NL,CIN,NL,10,4,corrk001,arrob001,False,6,-6,999.0,999.0,True,False
243,20100423,PIT,NL,HOU,NL,3,4,mahop002,oswar001,True,-1,1,999.0,999.0,True,True
244,20100423,CHN,NL,MIL,NL,8,1,dempr002,suppj001,False,7,-7,999.0,999.0,True,False
245,20100423,ATL,NL,NYN,NL,2,5,kawak001,mainj001,True,-3,3,999.0,999.0,True,True
246,20100423,SLN,NL,SFN,NL,1,4,garcj004,linct001,True,-3,3,999.0,999.0,True,True
247,20100423,LAN,NL,WAS,NL,1,5,haegc001,atill001,True,-4,4,999.0,999.0,True,True
248,20100424,NYA,AL,ANA,AL,7,1,petta001,pinej001,False,6,-6,999.0,999.0,True,False
249,20100424,BAL,AL,BOS,AL,6,7,matub001,lackj001,True,-1,1,999.0,999.0,True,True
250,20100424,SEA,AL,CHA,AL,4,5,fistd001,garcf002,True,-1,1,999.0,999.0,True,True
251,20100424,MIN,AL,KCA,AL,9,7,blacn001,hochl001,False,2,-2,999.0,999.0,True,False
252,20100424,CLE,AL,OAK,AL,6,1,carmf001,andeb004,False,5,-5,999.0,999.0,True,False
253,20100424,TOR,AL,TBA,AL,3,9,romer002,niemj001,True,-6,6,999.0,999.0,True,True
254,20100424,DET,AL,TEX,AL,8,4,thomb001,felds001,False,4,-4,999.0,999.0,True,False
255,20100424,PHI,NL,ARI,NL,3,2,figun001,kenni001,False,1,-1,999.0,999.0,True,False
256,20100424,SDN,NL,CIN,NL,5,0,leblw001,cuetj001,False,5,-5,999.0,999.0,True,False
257,20100424,MIA,NL,COL,NL,4,1,nolar001,smitg002,False,3,-3,999.0,999.0,True,False
258,20100424,MIA,NL,COL,NL,1,8,roben001,cooka002,True,-7,7,999.0,999.0,True,True
259,20100424,PIT,NL,HOU,NL,2,5,jakuc001,rodrw002,True,-3,3,999.0,999.0,True,True
260,20100424,CHN,NL,MIL,NL,5,1,lillt001,david002,False,4,-4,999.0,999.0,True,False
261,20100424,ATL,NL,NYN,NL,1,3,jurrj001,niesj001,True,-2,2,999.0,999.0,True,True
262,20100424,SLN,NL,SFN,NL,0,2,waina001,zitob001,True,-2,2,999.0,999.0,True,True
