,Season,Lookback,Num Games,Num Correct,% Correct,Timestamp,Run Duration,Comment
0,2012,1,2430,1135,46.70781893004115,2020-01-06 00:57:37.078154,0 days 00:00:51.351920000,
1,2013,1,2431,1124,46.236116824352116,2020-01-06 00:58:28.433918,0 days 00:00:50.851626000,
2,2014,1,2430,1142,46.99588477366255,2020-01-06 00:59:19.289431,0 days 00:00:50.748963000,
3,2015,1,2429,1113,45.821325648414984,2020-01-06 01:00:10.042293,0 days 00:00:50.065483000,
4,2016,1,2428,1141,46.993410214168044,2020-01-06 01:01:00.111437,0 days 00:00:50.713961000,
5,2017,1,2430,1119,46.04938271604938,2020-01-06 01:01:50.829637,0 days 00:00:50.368394000,
6,2012,2,2430,1190,48.971193415637856,2020-01-06 01:02:41.201425,0 days 00:00:51.067525000,
7,2013,2,2431,1212,49.85602632661456,2020-01-06 01:03:32.273221,0 days 00:00:50.858905000,
8,2014,2,2430,1212,49.876543209876544,2020-01-06 01:04:23.135938,0 days 00:00:50.893598000,
9,2015,2,2429,1179,48.5384932070811,2020-01-06 01:05:14.033311,0 days 00:00:50.819330000,
10,2016,2,2428,1213,49.95881383855025,2020-01-06 01:06:04.855983,0 days 00:00:50.604170000,
11,2017,2,2430,1175,48.35390946502058,2020-01-06 01:06:55.463513,0 days 00:00:50.978909000,
12,2012,5,2430,1414,58.18930041152264,2020-01-06 01:07:46.445837,0 days 00:00:51.807303000,
13,2013,5,2431,1416,58.247634718222955,2020-01-06 01:08:38.256994,0 days 00:00:51.810333000,
14,2014,5,2430,1415,58.230452674897116,2020-01-06 01:09:30.071735,0 days 00:00:53.693290000,
15,2015,5,2429,1403,57.760395224372175,2020-01-06 01:10:23.769240,0 days 00:00:52.058652000,
16,2016,5,2428,1410,58.07248764415156,2020-01-06 01:11:15.832368,0 days 00:00:52.366287000,
17,2017,5,2430,1374,56.54320987654321,2020-01-06 01:12:08.202770,0 days 00:00:51.318106000,
18,2012,10,2430,1508,62.05761316872428,2020-01-06 01:12:59.524830,0 days 00:00:53.862818000,
19,2013,10,2431,1518,62.44343891402715,2020-01-06 01:13:53.391811,0 days 00:00:53.462482000,
20,2014,10,2430,1520,62.55144032921811,2020-01-06 01:14:46.858039,0 days 00:00:53.887762000,
21,2015,10,2429,1521,62.61836146562372,2020-01-06 01:15:40.749597,0 days 00:00:52.776047000,
22,2016,10,2428,1528,62.932454695222404,2020-01-06 01:16:33.530494,0 days 00:00:53.086274000,
23,2017,10,2430,1550,63.78600823045267,2020-01-06 01:17:26.620244,0 days 00:00:52.821638000,
24,2012,15,2430,1470,60.49382716049383,2020-01-06 01:18:19.445829,0 days 00:00:54.949599000,
25,2013,15,2431,1417,58.288770053475936,2020-01-06 01:19:14.399295,0 days 00:00:56.451159000,
26,2014,15,2430,1480,60.90534979423868,2020-01-06 01:20:10.853854,0 days 00:00:54.365976000,
27,2015,15,2429,1443,59.40716344174557,2020-01-06 01:21:05.223818,0 days 00:00:54.599643000,
28,2016,15,2428,1452,59.80230642504119,2020-01-06 01:21:59.827141,0 days 00:00:54.538752000,
29,2017,15,2430,1472,60.57613168724279,2020-01-06 01:22:54.369583,0 days 00:00:54.010739000,
30,2012,20,2430,1407,57.90123456790124,2020-01-06 01:23:48.384380,0 days 00:00:56.079545000,
31,2013,20,2431,1389,57.13698066639243,2020-01-06 01:24:44.467329,0 days 00:00:56.214257000,
32,2014,20,2430,1416,58.2716049382716,2020-01-06 01:25:40.685901,0 days 00:00:55.569763000,
33,2015,20,2429,1426,58.70728694936188,2020-01-06 01:26:36.259081,0 days 00:00:56.101946000,
34,2016,20,2428,1414,58.23723228995058,2020-01-06 01:27:32.364532,0 days 00:00:55.264506000,
35,2017,20,2430,1413,58.14814814814815,2020-01-06 01:28:27.633171,0 days 00:00:55.587859000,
36,2012,25,2430,1407,57.90123456790124,2020-01-06 01:29:23.225475,0 days 00:00:57.669731000,
37,2013,25,2431,1370,56.35540929658577,2020-01-06 01:30:20.899376,0 days 00:00:56.989071000,
38,2014,25,2430,1409,57.983539094650205,2020-01-06 01:31:17.893320,0 days 00:00:57.629420000,
39,2015,25,2429,1400,57.636887608069166,2020-01-06 01:32:15.526134,0 days 00:00:56.348950000,
40,2016,25,2428,1376,56.672158154859964,2020-01-06 01:33:11.879150,0 days 00:00:57.037725000,
41,2017,25,2430,1382,56.8724279835391,2020-01-06 01:34:08.920320,0 days 00:00:59.881698000,
42,2012,50,2430,1387,57.078189300411516,2020-01-06 01:35:08.805565,0 days 00:01:36.111489000,
43,2013,50,2431,1338,55.03907856849033,2020-01-06 01:36:44.921865,0 days 00:01:39.128113000,
44,2014,50,2430,1368,56.2962962962963,2020-01-06 01:38:24.055170,0 days 00:01:37.800047000,
45,2015,50,2429,1370,56.40181144503911,2020-01-06 01:40:01.860425,0 days 00:01:32.200385000,
46,2016,50,2428,1343,55.31301482701812,2020-01-06 01:41:34.068074,0 days 00:01:36.905678000,
47,2017,50,2430,1329,54.69135802469136,2020-01-06 01:43:10.977891,0 days 00:01:35.742184000,
48,2012,100,2430,1363,56.090534979423865,2020-01-06 01:44:46.724505,0 days 00:01:54.388066000,
49,2013,100,2431,1290,53.06458247634718,2020-01-06 01:46:41.117317,0 days 00:01:59.661183000,
50,2014,100,2430,1349,55.51440329218107,2020-01-06 01:48:40.782019,0 days 00:01:54.176622000,
51,2015,100,2429,1337,55.04322766570605,2020-01-06 01:50:34.963137,0 days 00:01:52.249148000,
52,2016,100,2428,1309,53.91268533772653,2020-01-06 01:52:27.216322,0 days 00:01:53.829170000,
53,2017,100,2430,1340,55.144032921810705,2020-01-06 01:54:21.049706,0 days 00:01:50.922035000,
54,2012,200,2430,1281,52.716049382716044,2020-01-06 01:56:11.978163,0 days 00:02:41.430646000,
55,2013,200,2431,1326,54.54545454545454,2020-01-06 01:58:53.413775,0 days 00:02:34.611072000,
56,2014,200,2430,1313,54.032921810699584,2020-01-06 02:01:28.029163,0 days 00:02:36.454387000,
57,2015,200,2429,1329,54.713874022231366,2020-01-06 02:04:04.487189,0 days 00:02:36.596170000,
58,2016,200,2428,1256,51.72981878088962,2020-01-06 02:06:41.087815,0 days 00:02:38.407056000,
59,2017,200,2430,1330,54.73251028806584,2020-01-06 02:09:19.501385,0 days 00:02:37.043390000,
