,Season,Lookback,Num Games,Num Correct,% Correct,Timestamp,Run Duration,Comment
0,2011,1,2429,1153,47.46809386578839,2020-01-06 18:50:56.038427,0 days 00:00:47.650024000,FLO fix included.
1,2012,1,2430,1135,46.70781893004115,2020-01-06 18:51:43.691812,0 days 00:00:48.373494000,FLO fix included.
2,2013,1,2431,1124,46.236116824352116,2020-01-06 18:52:32.069262,0 days 00:00:47.473476000,FLO fix included.
3,2014,1,2430,1142,46.99588477366255,2020-01-06 18:53:19.546427,0 days 00:00:48.401298000,FLO fix included.
4,2015,1,2429,1113,45.821325648414984,2020-01-06 18:54:07.951733,0 days 00:00:47.742825000,FLO fix included.
5,2016,1,2428,1141,46.993410214168044,2020-01-06 18:54:55.699124,0 days 00:00:47.807444000,FLO fix included.
6,2017,1,2430,1119,46.04938271604938,2020-01-06 18:55:43.510123,0 days 00:00:47.764453000,FLO fix included.
7,2011,2,2429,1222,50.30876904075752,2020-01-06 18:56:31.278496,0 days 00:00:48.214794000,FLO fix included.
8,2012,2,2430,1190,48.971193415637856,2020-01-06 18:57:19.496732,0 days 00:00:48.672432000,FLO fix included.
9,2013,2,2431,1212,49.85602632661456,2020-01-06 18:58:08.173133,0 days 00:00:48.037710000,FLO fix included.
10,2014,2,2430,1212,49.876543209876544,2020-01-06 18:58:56.214723,0 days 00:00:48.922922000,FLO fix included.
11,2015,2,2429,1179,48.5384932070811,2020-01-06 18:59:45.142047,0 days 00:00:48.167634000,FLO fix included.
12,2016,2,2428,1213,49.95881383855025,2020-01-06 19:00:33.313570,0 days 00:00:47.811124000,FLO fix included.
13,2017,2,2430,1175,48.35390946502058,2020-01-06 19:01:21.128500,0 days 00:00:48.367680000,FLO fix included.
14,2011,5,2429,1393,57.34870317002881,2020-01-06 19:02:09.500613,0 days 00:00:49.026033000,FLO fix included.
15,2012,5,2430,1414,58.18930041152264,2020-01-06 19:02:58.530036,0 days 00:00:48.996497000,FLO fix included.
16,2013,5,2431,1416,58.247634718222955,2020-01-06 19:03:47.530287,0 days 00:00:49.438429000,FLO fix included.
17,2014,5,2430,1415,58.230452674897116,2020-01-06 19:04:36.972145,0 days 00:00:49.716094000,FLO fix included.
18,2015,5,2429,1403,57.760395224372175,2020-01-06 19:05:26.692159,0 days 00:00:49.103813000,FLO fix included.
