,Season,Lookback,Num Games,Num Correct,% Correct,Comment
0,0,1,19399,9924,51.15727614825506,
1,0,2,19361,10006,51.681214813284434,
2,0,5,19275,10070,52.243839169909215,
3,0,10,19099,10119,52.98183150950312,
4,0,15,18939,10072,53.181266170336336,
5,0,20,18808,10096,53.67928541046363,
6,0,50,17900,9713,54.26256983240223,
7,0,100,16397,8971,54.71122766359699,
8,0,200,13405,7298,54.44237224916076,
9,0,300,10396,5456,52.48172373989996,
10,0,500,4406,2368,53.744893327280984,
